user,bot,user_length,bot_length,user_sentiment,bot_sentiment,user_word_frequency,bot_word_frequency
Fragrance: Can I return Delusion if I'm not satisfied with it?,"Yes, we offer a satisfaction guarantee. If you're not completely satisfied with Delusion, you can return it for a full refund within 30 days of purchase.",11,26,-0.25,0.04999999999999999,"{'fragrance:': 1, 'can': 1, 'i': 1, 'return': 1, 'delusion': 1, 'if': 1, ""i'm"": 1, 'not': 1, 'satisfied': 1, 'with': 1, 'it?': 1}","{'yes,': 1, 'we': 1, 'offer': 1, 'a': 2, 'satisfaction': 1, 'guarantee.': 1, 'if': 1, ""you're"": 1, 'not': 1, 'completely': 1, 'satisfied': 1, 'with': 1, 'delusion,': 1, 'you': 1, 'can': 1, 'return': 1, 'it': 1, 'for': 1, 'full': 1, 'refund': 1, 'within': 1, '30': 1, 'days': 1, 'of': 1, 'purchase.': 1}"
Fragrance: Is Delusion suitable for everyday wear?,"Yes, Delusion is suitable for everyday wear. Its versatile scent can complement any mood or occasion, whether it's a busy day at the office or a casual outing with friends.",7,30,0.17500000000000002,-0.012499999999999983,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'everyday': 1, 'wear?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'suitable': 1, 'for': 1, 'everyday': 1, 'wear.': 1, 'its': 1, 'versatile': 1, 'scent': 1, 'can': 1, 'complement': 1, 'any': 1, 'mood': 1, 'or': 2, 'occasion,': 1, 'whether': 1, ""it's"": 1, 'a': 2, 'busy': 1, 'day': 1, 'at': 1, 'the': 1, 'office': 1, 'casual': 1, 'outing': 1, 'with': 1, 'friends.': 1}"
Fragrance: What is the main ingredient in Delusion?,"The main ingredient in Delusion is a carefully curated blend of floral essences, combined with woody and musky undertones, to create its unique and captivating scent.",8,26,0.16666666666666666,0.23541666666666666,"{'fragrance:': 1, 'what': 1, 'is': 1, 'the': 1, 'main': 1, 'ingredient': 1, 'in': 1, 'delusion?': 1}","{'the': 1, 'main': 1, 'ingredient': 1, 'in': 1, 'delusion': 1, 'is': 1, 'a': 1, 'carefully': 1, 'curated': 1, 'blend': 1, 'of': 1, 'floral': 1, 'essences,': 1, 'combined': 1, 'with': 1, 'woody': 1, 'and': 2, 'musky': 1, 'undertones,': 1, 'to': 1, 'create': 1, 'its': 1, 'unique': 1, 'captivating': 1, 'scent.': 1}"
Fragrance: Can I layer Delusion with other fragrances?,"Yes, Delusion can be layered with other fragrances to create a personalized scent profile. Experiment with different combinations to find the perfect blend for you.",8,25,-0.125,0.2916666666666667,"{'fragrance:': 1, 'can': 1, 'i': 1, 'layer': 1, 'delusion': 1, 'with': 1, 'other': 1, 'fragrances?': 1}","{'yes,': 1, 'delusion': 1, 'can': 1, 'be': 1, 'layered': 1, 'with': 2, 'other': 1, 'fragrances': 1, 'to': 2, 'create': 1, 'a': 1, 'personalized': 1, 'scent': 1, 'profile.': 1, 'experiment': 1, 'different': 1, 'combinations': 1, 'find': 1, 'the': 1, 'perfect': 1, 'blend': 1, 'for': 1, 'you.': 1}"
Fragrance: Does Delusion have a strong fragrance?,"Delusion has a moderate to strong fragrance intensity, making it noticeable without being overpowering. Its captivating aroma lingers subtly throughout the day.",7,22,0.43333333333333335,0.15000000000000002,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'have': 1, 'a': 1, 'strong': 1, 'fragrance?': 1}","{'delusion': 1, 'has': 1, 'a': 1, 'moderate': 1, 'to': 1, 'strong': 1, 'fragrance': 1, 'intensity,': 1, 'making': 1, 'it': 1, 'noticeable': 1, 'without': 1, 'being': 1, 'overpowering.': 1, 'its': 1, 'captivating': 1, 'aroma': 1, 'lingers': 1, 'subtly': 1, 'throughout': 1, 'the': 1, 'day.': 1}"
Fragrance: Is Delusion suitable for sensitive skin?,"While Delusion is formulated with high-quality ingredients, we recommend patch testing for individuals with sensitive skin to ensure compatibility.",7,19,0.325,0.1,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'sensitive': 1, 'skin?': 1}","{'while': 1, 'delusion': 1, 'is': 1, 'formulated': 1, 'with': 2, 'high-quality': 1, 'ingredients,': 1, 'we': 1, 'recommend': 1, 'patch': 1, 'testing': 1, 'for': 1, 'individuals': 1, 'sensitive': 1, 'skin': 1, 'to': 1, 'ensure': 1, 'compatibility.': 1}"
Fragrance: How should I store Delusion to maintain its fragrance?,"To preserve the integrity of Delusion's fragrance, store it in a cool, dry place away from direct sunlight and heat sources. Keep the bottle tightly closed when not in use.",10,30,0.0,0.07083333333333333,"{'fragrance:': 1, 'how': 1, 'should': 1, 'i': 1, 'store': 1, 'delusion': 1, 'to': 1, 'maintain': 1, 'its': 1, 'fragrance?': 1}","{'to': 1, 'preserve': 1, 'the': 2, 'integrity': 1, 'of': 1, ""delusion's"": 1, 'fragrance,': 1, 'store': 1, 'it': 1, 'in': 2, 'a': 1, 'cool,': 1, 'dry': 1, 'place': 1, 'away': 1, 'from': 1, 'direct': 1, 'sunlight': 1, 'and': 1, 'heat': 1, 'sources.': 1, 'keep': 1, 'bottle': 1, 'tightly': 1, 'closed': 1, 'when': 1, 'not': 1, 'use.': 1}"
Fragrance: Can I purchase Delusion online?,"Yes, Delusion is available for purchase online through our official website. Simply browse our selection, choose your preferred size, and proceed to checkout.",6,23,0.0,0.2,"{'fragrance:': 1, 'can': 1, 'i': 1, 'purchase': 1, 'delusion': 1, 'online?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'available': 1, 'for': 1, 'purchase': 1, 'online': 1, 'through': 1, 'our': 2, 'official': 1, 'website.': 1, 'simply': 1, 'browse': 1, 'selection,': 1, 'choose': 1, 'your': 1, 'preferred': 1, 'size,': 1, 'and': 1, 'proceed': 1, 'to': 1, 'checkout.': 1}"
Fragrance: What packaging does Delusion come in?,"Delusion is elegantly packaged in a sleek and sophisticated bottle, designed to complement its luxurious scent. It makes for a perfect gift or indulgent treat for yourself.",7,27,0.0,0.6666666666666666,"{'fragrance:': 1, 'what': 1, 'packaging': 1, 'does': 1, 'delusion': 1, 'come': 1, 'in?': 1}","{'delusion': 1, 'is': 1, 'elegantly': 1, 'packaged': 1, 'in': 1, 'a': 2, 'sleek': 1, 'and': 1, 'sophisticated': 1, 'bottle,': 1, 'designed': 1, 'to': 1, 'complement': 1, 'its': 1, 'luxurious': 1, 'scent.': 1, 'it': 1, 'makes': 1, 'for': 2, 'perfect': 1, 'gift': 1, 'or': 1, 'indulgent': 1, 'treat': 1, 'yourself.': 1}"
Fragrance: Is Delusion suitable for all ages?,Delusion is suitable for adults of all ages who appreciate sophisticated and captivating fragrances. Its timeless appeal transcends generational boundaries.,7,20,0.55,0.5166666666666667,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'all': 1, 'ages?': 1}","{'delusion': 1, 'is': 1, 'suitable': 1, 'for': 1, 'adults': 1, 'of': 1, 'all': 1, 'ages': 1, 'who': 1, 'appreciate': 1, 'sophisticated': 1, 'and': 1, 'captivating': 1, 'fragrances.': 1, 'its': 1, 'timeless': 1, 'appeal': 1, 'transcends': 1, 'generational': 1, 'boundaries.': 1}"
Fragrance: Does Delusion have a distinct opening or dry down?,"Yes, Delusion has a distinct opening characterized by its floral and spicy notes, which gradually transition into a warm and sensual dry down. It evolves beautifully on the skin over time.",10,31,0.025925925925925925,0.3055555555555555,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'have': 1, 'a': 1, 'distinct': 1, 'opening': 1, 'or': 1, 'dry': 1, 'down?': 1}","{'yes,': 1, 'delusion': 1, 'has': 1, 'a': 2, 'distinct': 1, 'opening': 1, 'characterized': 1, 'by': 1, 'its': 1, 'floral': 1, 'and': 2, 'spicy': 1, 'notes,': 1, 'which': 1, 'gradually': 1, 'transition': 1, 'into': 1, 'warm': 1, 'sensual': 1, 'dry': 1, 'down.': 1, 'it': 1, 'evolves': 1, 'beautifully': 1, 'on': 1, 'the': 1, 'skin': 1, 'over': 1, 'time.': 1}"
Fragrance: Can I wear Delusion in hot weather?,"Yes, Delusion can be worn in hot weather. Its alluring scent is not overpowering and adapts well to different climates, making it suitable for year-round wear.",8,26,0.25,0.26666666666666666,"{'fragrance:': 1, 'can': 1, 'i': 1, 'wear': 1, 'delusion': 1, 'in': 1, 'hot': 1, 'weather?': 1}","{'yes,': 1, 'delusion': 1, 'can': 1, 'be': 1, 'worn': 1, 'in': 1, 'hot': 1, 'weather.': 1, 'its': 1, 'alluring': 1, 'scent': 1, 'is': 1, 'not': 1, 'overpowering': 1, 'and': 1, 'adapts': 1, 'well': 1, 'to': 1, 'different': 1, 'climates,': 1, 'making': 1, 'it': 1, 'suitable': 1, 'for': 1, 'year-round': 1, 'wear.': 1}"
Fragrance: Is Delusion suitable for formal events?,"Yes, Delusion is perfect for formal events. Its sophisticated aroma adds an air of elegance and allure, making it the ideal accessory for special occasions.",7,25,0.55,0.6892857142857143,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'formal': 1, 'events?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'perfect': 1, 'for': 2, 'formal': 1, 'events.': 1, 'its': 1, 'sophisticated': 1, 'aroma': 1, 'adds': 1, 'an': 1, 'air': 1, 'of': 1, 'elegance': 1, 'and': 1, 'allure,': 1, 'making': 1, 'it': 1, 'the': 1, 'ideal': 1, 'accessory': 1, 'special': 1, 'occasions.': 1}"
Fragrance: Does Delusion contain any synthetic ingredients?,"Delusion is formulated with a blend of natural and synthetic ingredients to achieve its captivating scent profile. Rest assured, it undergoes rigorous testing to ensure quality and safety.",7,28,0.0,0.3,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'contain': 1, 'any': 1, 'synthetic': 1, 'ingredients?': 1}","{'delusion': 1, 'is': 1, 'formulated': 1, 'with': 1, 'a': 1, 'blend': 1, 'of': 1, 'natural': 1, 'and': 2, 'synthetic': 1, 'ingredients': 1, 'to': 2, 'achieve': 1, 'its': 1, 'captivating': 1, 'scent': 1, 'profile.': 1, 'rest': 1, 'assured,': 1, 'it': 1, 'undergoes': 1, 'rigorous': 1, 'testing': 1, 'ensure': 1, 'quality': 1, 'safety.': 1}"
Fragrance: How do I apply Delusion for best results?,"For best results, apply Delusion to pulse points such as the wrists, neck, and behind the ears. Allow the fragrance to develop on your skin to fully experience its depth and complexity.",9,32,1.0,0.19999999999999998,"{'fragrance:': 1, 'how': 1, 'do': 1, 'i': 1, 'apply': 1, 'delusion': 1, 'for': 1, 'best': 1, 'results?': 1}","{'for': 1, 'best': 1, 'results,': 1, 'apply': 1, 'delusion': 1, 'to': 3, 'pulse': 1, 'points': 1, 'such': 1, 'as': 1, 'the': 3, 'wrists,': 1, 'neck,': 1, 'and': 2, 'behind': 1, 'ears.': 1, 'allow': 1, 'fragrance': 1, 'develop': 1, 'on': 1, 'your': 1, 'skin': 1, 'fully': 1, 'experience': 1, 'its': 1, 'depth': 1, 'complexity.': 1}"
Fragrance: Can I purchase Delusion as a gift?,"Yes, Delusion makes for an exquisite gift. Its luxurious packaging and captivating scent are sure to delight any recipient, making it the perfect choice for birthdays, anniversaries, or other special occasions.",8,31,0.0,0.5386904761904762,"{'fragrance:': 1, 'can': 1, 'i': 1, 'purchase': 1, 'delusion': 1, 'as': 1, 'a': 1, 'gift?': 1}","{'yes,': 1, 'delusion': 1, 'makes': 1, 'for': 2, 'an': 1, 'exquisite': 1, 'gift.': 1, 'its': 1, 'luxurious': 1, 'packaging': 1, 'and': 1, 'captivating': 1, 'scent': 1, 'are': 1, 'sure': 1, 'to': 1, 'delight': 1, 'any': 1, 'recipient,': 1, 'making': 1, 'it': 1, 'the': 1, 'perfect': 1, 'choice': 1, 'birthdays,': 1, 'anniversaries,': 1, 'or': 1, 'other': 1, 'special': 1, 'occasions.': 1}"
Fragrance: Is Delusion suitable for evening wear?,"Yes, Delusion is perfect for evening wear. Its seductive and enigmatic aroma adds an element of mystery and allure to any nighttime ensemble.",7,23,0.55,0.55,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'evening': 1, 'wear?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'perfect': 1, 'for': 1, 'evening': 1, 'wear.': 1, 'its': 1, 'seductive': 1, 'and': 2, 'enigmatic': 1, 'aroma': 1, 'adds': 1, 'an': 1, 'element': 1, 'of': 1, 'mystery': 1, 'allure': 1, 'to': 1, 'any': 1, 'nighttime': 1, 'ensemble.': 1}"
Fragrance: Can I find Delusion in stores?,"Yes, Delusion is available in select stores. Please check our website for a list of authorized retailers in your area.",7,20,0.0,0.4,"{'fragrance:': 1, 'can': 1, 'i': 1, 'find': 1, 'delusion': 1, 'in': 1, 'stores?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'available': 1, 'in': 2, 'select': 1, 'stores.': 1, 'please': 1, 'check': 1, 'our': 1, 'website': 1, 'for': 1, 'a': 1, 'list': 1, 'of': 1, 'authorized': 1, 'retailers': 1, 'your': 1, 'area.': 1}"
Fragrance: Does Delusion have a unique bottle design?,"Yes, Delusion is housed in a stunning bottle designed to reflect the elegance and sophistication of its fragrance. Its sleek and modern design adds a touch of luxury to any vanity or dressing table.",8,34,0.375,0.35,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'have': 1, 'a': 1, 'unique': 1, 'bottle': 1, 'design?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'housed': 1, 'in': 1, 'a': 2, 'stunning': 1, 'bottle': 1, 'designed': 1, 'to': 2, 'reflect': 1, 'the': 1, 'elegance': 1, 'and': 2, 'sophistication': 1, 'of': 2, 'its': 2, 'fragrance.': 1, 'sleek': 1, 'modern': 1, 'design': 1, 'adds': 1, 'touch': 1, 'luxury': 1, 'any': 1, 'vanity': 1, 'or': 1, 'dressing': 1, 'table.': 1}"
Fragrance: Can I wear Delusion in the workplace?,"Yes, Delusion is suitable for the workplace. Its sophisticated scent is subtle yet noticeable, making it appropriate for professional environments.",8,20,0.0,0.26333333333333336,"{'fragrance:': 1, 'can': 1, 'i': 1, 'wear': 1, 'delusion': 1, 'in': 1, 'the': 1, 'workplace?': 1}","{'yes,': 1, 'delusion': 1, 'is': 2, 'suitable': 1, 'for': 2, 'the': 1, 'workplace.': 1, 'its': 1, 'sophisticated': 1, 'scent': 1, 'subtle': 1, 'yet': 1, 'noticeable,': 1, 'making': 1, 'it': 1, 'appropriate': 1, 'professional': 1, 'environments.': 1}"
Fragrance: Is Delusion suitable for casual wear?,"Yes, Delusion is perfect for casual wear. Its versatile scent adapts well to any setting, whether you're running errands or enjoying a leisurely day out.",7,25,0.025000000000000022,0.3333333333333333,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'casual': 1, 'wear?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'perfect': 1, 'for': 1, 'casual': 1, 'wear.': 1, 'its': 1, 'versatile': 1, 'scent': 1, 'adapts': 1, 'well': 1, 'to': 1, 'any': 1, 'setting,': 1, 'whether': 1, ""you're"": 1, 'running': 1, 'errands': 1, 'or': 1, 'enjoying': 1, 'a': 1, 'leisurely': 1, 'day': 1, 'out.': 1}"
Fragrance: Can I sample Delusion before purchasing a full-size bottle?,"Yes, we offer samples of Delusion for purchase on our website. Try it out and experience its captivating aroma before committing to a full-size bottle.",10,25,0.0,0.5,"{'fragrance:': 1, 'can': 1, 'i': 1, 'sample': 1, 'delusion': 1, 'before': 1, 'purchasing': 1, 'a': 1, 'full-size': 1, 'bottle?': 1}","{'yes,': 1, 'we': 1, 'offer': 1, 'samples': 1, 'of': 1, 'delusion': 1, 'for': 1, 'purchase': 1, 'on': 1, 'our': 1, 'website.': 1, 'try': 1, 'it': 1, 'out': 1, 'and': 1, 'experience': 1, 'its': 1, 'captivating': 1, 'aroma': 1, 'before': 1, 'committing': 1, 'to': 1, 'a': 1, 'full-size': 1, 'bottle.': 1}"
Fragrance: Is Delusion long-lasting?,"Yes, Delusion has excellent longevity, lasting for up to 8-10 hours on the skin. Its captivating scent lingers subtly throughout the day, leaving a lasting impression.",4,26,0.0,0.23333333333333334,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'long-lasting?': 1}","{'yes,': 1, 'delusion': 1, 'has': 1, 'excellent': 1, 'longevity,': 1, 'lasting': 2, 'for': 1, 'up': 1, 'to': 1, '8-10': 1, 'hours': 1, 'on': 1, 'the': 2, 'skin.': 1, 'its': 1, 'captivating': 1, 'scent': 1, 'lingers': 1, 'subtly': 1, 'throughout': 1, 'day,': 1, 'leaving': 1, 'a': 1, 'impression.': 1}"
Fragrance: Does Delusion have a sweet or floral scent?,"Delusion has a balanced scent profile with floral, woody, and spicy notes. While it's not overly sweet, the floral elements add a hint of femininity and elegance to the fragrance.",9,30,0.35,0.35,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'have': 1, 'a': 1, 'sweet': 1, 'or': 1, 'floral': 1, 'scent?': 1}","{'delusion': 1, 'has': 1, 'a': 2, 'balanced': 1, 'scent': 1, 'profile': 1, 'with': 1, 'floral,': 1, 'woody,': 1, 'and': 2, 'spicy': 1, 'notes.': 1, 'while': 1, ""it's"": 1, 'not': 1, 'overly': 1, 'sweet,': 1, 'the': 2, 'floral': 1, 'elements': 1, 'add': 1, 'hint': 1, 'of': 1, 'femininity': 1, 'elegance': 1, 'to': 1, 'fragrance.': 1}"
Fragrance: Can I wear Delusion year-round?,"Yes, Delusion is suitable for year-round wear. Its versatile scent adapts well to different seasons and occasions, making it a staple in any fragrance collection.",6,25,0.0,0.275,"{'fragrance:': 1, 'can': 1, 'i': 1, 'wear': 1, 'delusion': 1, 'year-round?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'suitable': 1, 'for': 1, 'year-round': 1, 'wear.': 1, 'its': 1, 'versatile': 1, 'scent': 1, 'adapts': 1, 'well': 1, 'to': 1, 'different': 1, 'seasons': 1, 'and': 1, 'occasions,': 1, 'making': 1, 'it': 1, 'a': 1, 'staple': 1, 'in': 1, 'any': 1, 'fragrance': 1, 'collection.': 1}"
Fragrance: Is Delusion suitable for romantic occasions?,"Yes, Delusion is perfect for romantic occasions. Its alluring scent creates an intimate and seductive atmosphere, perfect for date nights or special moments with a loved one.",7,27,0.275,0.5428571428571428,"{'fragrance:': 1, 'is': 1, 'delusion': 1, 'suitable': 1, 'for': 1, 'romantic': 1, 'occasions?': 1}","{'yes,': 1, 'delusion': 1, 'is': 1, 'perfect': 2, 'for': 2, 'romantic': 1, 'occasions.': 1, 'its': 1, 'alluring': 1, 'scent': 1, 'creates': 1, 'an': 1, 'intimate': 1, 'and': 1, 'seductive': 1, 'atmosphere,': 1, 'date': 1, 'nights': 1, 'or': 1, 'special': 1, 'moments': 1, 'with': 1, 'a': 1, 'loved': 1, 'one.': 1}"
Fragrance: Does Delusion leave a residue on clothing?,"Delusion is formulated to be lightweight and non-greasy, so it shouldn't leave a residue on clothing when applied correctly. However, we recommend avoiding excessive application to prevent any potential transfer.",8,30,0.0,-0.125,"{'fragrance:': 1, 'does': 1, 'delusion': 1, 'leave': 1, 'a': 1, 'residue': 1, 'on': 1, 'clothing?': 1}","{'delusion': 1, 'is': 1, 'formulated': 1, 'to': 2, 'be': 1, 'lightweight': 1, 'and': 1, 'non-greasy,': 1, 'so': 1, 'it': 1, ""shouldn't"": 1, 'leave': 1, 'a': 1, 'residue': 1, 'on': 1, 'clothing': 1, 'when': 1, 'applied': 1, 'correctly.': 1, 'however,': 1, 'we': 1, 'recommend': 1, 'avoiding': 1, 'excessive': 1, 'application': 1, 'prevent': 1, 'any': 1, 'potential': 1, 'transfer.': 1}"
Fragrance: Can I layer Delusion with other products from the same brand?,"Yes, Delusion can be layered with other products from the same brand to enhance its scent or create a personalized fragrance experience. Experiment with different combinations to find your perfect match.",12,31,-0.0625,0.21875,"{'fragrance:': 1, 'can': 1, 'i': 1, 'layer': 1, 'delusion': 1, 'with': 1, 'other': 1, 'products': 1, 'from': 1, 'the': 1, 'same': 1, 'brand?': 1}","{'yes,': 1, 'delusion': 1, 'can': 1, 'be': 1, 'layered': 1, 'with': 2, 'other': 1, 'products': 1, 'from': 1, 'the': 1, 'same': 1, 'brand': 1, 'to': 2, 'enhance': 1, 'its': 1, 'scent': 1, 'or': 1, 'create': 1, 'a': 1, 'personalized': 1, 'fragrance': 1, 'experience.': 1, 'experiment': 1, 'different': 1, 'combinations': 1, 'find': 1, 'your': 1, 'perfect': 1, 'match.': 1}"
