user,bot,user_length,bot_length,user_sentiment,bot_sentiment,user_word_frequency,bot_word_frequency
Parents: How do donations help?,"Every dollar that you contribute to USF allows the university to improve the student experience by recruiting and supporting outstanding faculty, and by funding innovations that keep USF among the top tier universities in America. In addition, each donation, regardless of amount, demonstrates to other potential donors that USF is considered to be a worthy investment by those who know it best — alumni, parents, and friends.",5,67,0.0,0.35119047619047616,"{'parents:': 1, 'how': 1, 'do': 1, 'donations': 1, 'help?': 1}","{'every': 1, 'dollar': 1, 'that': 3, 'you': 1, 'contribute': 1, 'to': 4, 'usf': 3, 'allows': 1, 'the': 3, 'university': 1, 'improve': 1, 'student': 1, 'experience': 1, 'by': 3, 'recruiting': 1, 'and': 3, 'supporting': 1, 'outstanding': 1, 'faculty,': 1, 'funding': 1, 'innovations': 1, 'keep': 1, 'among': 1, 'top': 1, 'tier': 1, 'universities': 1, 'in': 2, 'america.': 1, 'addition,': 1, 'each': 1, 'donation,': 1, 'regardless': 1, 'of': 1, 'amount,': 1, 'demonstrates': 1, 'other': 1, 'potential': 1, 'donors': 1, 'is': 1, 'considered': 1, 'be': 1, 'a': 1, 'worthy': 1, 'investment': 1, 'those': 1, 'who': 1, 'know': 1, 'it': 1, 'best': 1, '—': 1, 'alumni,': 1, 'parents,': 1, 'friends.': 1}"
Parents: Can I designate my gift to a specific program at USF?,"Gifts to the Parents Fund provide support for USF ‘s strategic priorities and most pressing needs. However, you can also earmark your gift for a specific purpose. If donating online, you can select one of these funds from the drop down list on the online giving form. Otherwise please clearly indicate the program you would like to support when making your gift. If you have any questions about the programs you can support, please contact Stephen L. Dini in Parent Relations at (415) 422-4296 or parents@usfca.edu.",12,86,0.0,0.1111111111111111,"{'parents:': 1, 'can': 1, 'i': 1, 'designate': 1, 'my': 1, 'gift': 1, 'to': 1, 'a': 1, 'specific': 1, 'program': 1, 'at': 1, 'usf?': 1}","{'gifts': 1, 'to': 2, 'the': 5, 'parents': 1, 'fund': 1, 'provide': 1, 'support': 2, 'for': 2, 'usf': 1, '‘s': 1, 'strategic': 1, 'priorities': 1, 'and': 1, 'most': 1, 'pressing': 1, 'needs.': 1, 'however,': 1, 'you': 5, 'can': 3, 'also': 1, 'earmark': 1, 'your': 2, 'gift': 1, 'a': 1, 'specific': 1, 'purpose.': 1, 'if': 2, 'donating': 1, 'online,': 1, 'select': 1, 'one': 1, 'of': 1, 'these': 1, 'funds': 1, 'from': 1, 'drop': 1, 'down': 1, 'list': 1, 'on': 1, 'online': 1, 'giving': 1, 'form.': 1, 'otherwise': 1, 'please': 2, 'clearly': 1, 'indicate': 1, 'program': 1, 'would': 1, 'like': 1, 'when': 1, 'making': 1, 'gift.': 1, 'have': 1, 'any': 1, 'questions': 1, 'about': 1, 'programs': 1, 'support,': 1, 'contact': 1, 'stephen': 1, 'l.': 1, 'dini': 1, 'in': 1, 'parent': 1, 'relations': 1, 'at': 1, '(415)': 1, '422-4296': 1, 'or': 1, 'parents@usfca.edu.': 1}"
Parents: Can I donate online? Is it safe?,"Online credit card donations are a cost-efficient way for non-profits like ours to receive donations, and allow us to receive funds more quickly without having to spend time processing checks. Online donations are processed directly through a secure server, and no one at the university will ever have access to your credit card information.",8,54,0.5,0.3333333333333333,"{'parents:': 1, 'can': 1, 'i': 1, 'donate': 1, 'online?': 1, 'is': 1, 'it': 1, 'safe?': 1}","{'online': 2, 'credit': 2, 'card': 2, 'donations': 2, 'are': 2, 'a': 2, 'cost-efficient': 1, 'way': 1, 'for': 1, 'non-profits': 1, 'like': 1, 'ours': 1, 'to': 4, 'receive': 2, 'donations,': 1, 'and': 2, 'allow': 1, 'us': 1, 'funds': 1, 'more': 1, 'quickly': 1, 'without': 1, 'having': 1, 'spend': 1, 'time': 1, 'processing': 1, 'checks.': 1, 'processed': 1, 'directly': 1, 'through': 1, 'secure': 1, 'server,': 1, 'no': 1, 'one': 1, 'at': 1, 'the': 1, 'university': 1, 'will': 1, 'ever': 1, 'have': 1, 'access': 1, 'your': 1, 'information.': 1}"
Parents: Are donations to USF tax-deductible?,All donations to USF are tax deductible to the full extent allowable by law. Please consult your tax advisor when determining the eligibility of your contribution.,6,26,0.0,0.35,"{'parents:': 1, 'are': 1, 'donations': 1, 'to': 1, 'usf': 1, 'tax-deductible?': 1}","{'all': 1, 'donations': 1, 'to': 2, 'usf': 1, 'are': 1, 'tax': 2, 'deductible': 1, 'the': 2, 'full': 1, 'extent': 1, 'allowable': 1, 'by': 1, 'law.': 1, 'please': 1, 'consult': 1, 'your': 2, 'advisor': 1, 'when': 1, 'determining': 1, 'eligibility': 1, 'of': 1, 'contribution.': 1}"
Parents: What is USF’s Federal Tax ID number (also known as an Employer Identification Number)?,USF’s Federal Tax ID number is: 94-1156628.,15,7,0.0,0.0,"{'parents:': 1, 'what': 1, 'is': 1, 'usf’s': 1, 'federal': 1, 'tax': 1, 'id': 1, 'number': 1, '(also': 1, 'known': 1, 'as': 1, 'an': 1, 'employer': 1, 'identification': 1, 'number)?': 1}","{'usf’s': 1, 'federal': 1, 'tax': 1, 'id': 1, 'number': 1, 'is:': 1, '94-1156628.': 1}"
Parents: Will my employer match my gift?,"Corporate matching gifts are a great way to increase the impact of your gift to USF. By taking advantage of your company’s matching gift benefit, you may be able to double or even triple the amount of your contribution. Get more information about how to make use of your (or your spouse’s) employer’s program, please visit the matching gift section of How to Give.",7,64,0.0,0.36,"{'parents:': 1, 'will': 1, 'my': 2, 'employer': 1, 'match': 1, 'gift?': 1}","{'corporate': 1, 'matching': 3, 'gifts': 1, 'are': 1, 'a': 1, 'great': 1, 'way': 1, 'to': 5, 'increase': 1, 'the': 3, 'impact': 1, 'of': 5, 'your': 5, 'gift': 3, 'usf.': 1, 'by': 1, 'taking': 1, 'advantage': 1, 'company’s': 1, 'benefit,': 1, 'you': 1, 'may': 1, 'be': 1, 'able': 1, 'double': 1, 'or': 1, 'even': 1, 'triple': 1, 'amount': 1, 'contribution.': 1, 'get': 1, 'more': 1, 'information': 1, 'about': 1, 'how': 2, 'make': 1, 'use': 1, '(or': 1, 'spouse’s)': 1, 'employer’s': 1, 'program,': 1, 'please': 1, 'visit': 1, 'section': 1, 'give.': 1}"
Parents: Can I make an anonymous donation?,"Yes, USF can keep your name confidential, and you will still be eligible for any allowable deductions on your income tax.",7,21,0.0,0.0,"{'parents:': 1, 'can': 1, 'i': 1, 'make': 1, 'an': 1, 'anonymous': 1, 'donation?': 1}","{'yes,': 1, 'usf': 1, 'can': 1, 'keep': 1, 'your': 2, 'name': 1, 'confidential,': 1, 'and': 1, 'you': 1, 'will': 1, 'still': 1, 'be': 1, 'eligible': 1, 'for': 1, 'any': 1, 'allowable': 1, 'deductions': 1, 'on': 1, 'income': 1, 'tax.': 1}"
Parents: How does USF recognize donors?,"Donors at USF are honored at many different gift levels, including membership in the President’s Ambassadors, the Parent Leadership Council, the Lo Schiavo Legacy Society, and donor recognition walls in campus buildings.",6,32,0.0,0.25,"{'parents:': 1, 'how': 1, 'does': 1, 'usf': 1, 'recognize': 1, 'donors?': 1}","{'donors': 1, 'at': 2, 'usf': 1, 'are': 1, 'honored': 1, 'many': 1, 'different': 1, 'gift': 1, 'levels,': 1, 'including': 1, 'membership': 1, 'in': 2, 'the': 3, 'president’s': 1, 'ambassadors,': 1, 'parent': 1, 'leadership': 1, 'council,': 1, 'lo': 1, 'schiavo': 1, 'legacy': 1, 'society,': 1, 'and': 1, 'donor': 1, 'recognition': 1, 'walls': 1, 'campus': 1, 'buildings.': 1}"
Parents: Who can I call or contact if I need help making a gift?,Call (415) 422-4296 or email parents@usfca.edu.,14,6,0.0,0.0,"{'parents:': 1, 'who': 1, 'can': 1, 'i': 2, 'call': 1, 'or': 1, 'contact': 1, 'if': 1, 'need': 1, 'help': 1, 'making': 1, 'a': 1, 'gift?': 1}","{'call': 1, '(415)': 1, '422-4296': 1, 'or': 1, 'email': 1, 'parents@usfca.edu.': 1}"
Parents: How safe is USF the campus?,"Yearly annual security reports consistently provide crime statistics that confirm a very low campus crime rate, especially the low incidence of violent crime.  In compliance with the 1990 Crime Awareness Act, California State regulations, and the 1998 Jeanne Clery Act the past three years of crime statistics can be found on the Department of Public Safety (DPS) website. Printed copies can also be acquired by contacting the DPS administration office phone number at (415) 422-4222.",7,75,0.5,-0.1142857142857143,"{'parents:': 1, 'how': 1, 'safe': 1, 'is': 1, 'usf': 1, 'the': 1, 'campus?': 1}","{'yearly': 1, 'annual': 1, 'security': 1, 'reports': 1, 'consistently': 1, 'provide': 1, 'crime': 4, 'statistics': 2, 'that': 1, 'confirm': 1, 'a': 1, 'very': 1, 'low': 2, 'campus': 1, 'rate,': 1, 'especially': 1, 'the': 6, 'incidence': 1, 'of': 3, 'violent': 1, 'crime.': 1, 'in': 1, 'compliance': 1, 'with': 1, '1990': 1, 'awareness': 1, 'act,': 1, 'california': 1, 'state': 1, 'regulations,': 1, 'and': 1, '1998': 1, 'jeanne': 1, 'clery': 1, 'act': 1, 'past': 1, 'three': 1, 'years': 1, 'can': 2, 'be': 2, 'found': 1, 'on': 1, 'department': 1, 'public': 1, 'safety': 1, '(dps)': 1, 'website.': 1, 'printed': 1, 'copies': 1, 'also': 1, 'acquired': 1, 'by': 1, 'contacting': 1, 'dps': 1, 'administration': 1, 'office': 1, 'phone': 1, 'number': 1, 'at': 1, '(415)': 1, '422-4222.': 1}"
Parents: Will I be notified if my student is hurt or in danger?,"The University’s Parental Notification Policy states that we may notify parents or legal guardians when there is concern for the health or welfare of a student, including situations involving medical transportation and treatment, and serious or repeated violations of alcohol and/or drug policies. For more information, please see the Parental Notification Policy in the Fogcutter Student Handbook.",13,57,0.0,0.09166666666666667,"{'parents:': 1, 'will': 1, 'i': 1, 'be': 1, 'notified': 1, 'if': 1, 'my': 1, 'student': 1, 'is': 1, 'hurt': 1, 'or': 1, 'in': 1, 'danger?': 1}","{'the': 4, 'university’s': 1, 'parental': 2, 'notification': 2, 'policy': 2, 'states': 1, 'that': 1, 'we': 1, 'may': 1, 'notify': 1, 'parents': 1, 'or': 3, 'legal': 1, 'guardians': 1, 'when': 1, 'there': 1, 'is': 1, 'concern': 1, 'for': 2, 'health': 1, 'welfare': 1, 'of': 2, 'a': 1, 'student,': 1, 'including': 1, 'situations': 1, 'involving': 1, 'medical': 1, 'transportation': 1, 'and': 2, 'treatment,': 1, 'serious': 1, 'repeated': 1, 'violations': 1, 'alcohol': 1, 'and/or': 1, 'drug': 1, 'policies.': 1, 'more': 1, 'information,': 1, 'please': 1, 'see': 1, 'in': 1, 'fogcutter': 1, 'student': 1, 'handbook.': 1}"
Parents: Does the University have a crisis response plan?,The University of San Francisco employs a number of crisis response plans. These plans include the: Emergency Action Plan for Active Shooters; Emergency Operations Center Plan; Pandemic Flu and Response Prevention Plan; and Emergency Procedure Plan. These plans are reviewed and practiced to the full extent possible on a yearly basis. A building marshal program was developed to provide local contacts (building or school) for management and coordination of emergency protocols including evacuations and lock downs as identified in these plans. Building marshals are responsible for the understanding of all university emergency procedures and protocols. They assist in informing all building occupants of proper procedures for building emergency or evacuation drills in preparation for an actual emergency. In addition marshals act as crime prevention liaisons with the Department of Public Safety and the occupants of their buildings.,9,137,0.0,0.04696969696969697,"{'parents:': 1, 'does': 1, 'the': 1, 'university': 1, 'have': 1, 'a': 1, 'crisis': 1, 'response': 1, 'plan?': 1}","{'the': 5, 'university': 2, 'of': 7, 'san': 1, 'francisco': 1, 'employs': 1, 'a': 3, 'number': 1, 'crisis': 1, 'response': 2, 'plans.': 2, 'these': 3, 'plans': 2, 'include': 1, 'the:': 1, 'emergency': 6, 'action': 1, 'plan': 1, 'for': 5, 'active': 1, 'shooters;': 1, 'operations': 1, 'center': 1, 'plan;': 2, 'pandemic': 1, 'flu': 1, 'and': 7, 'prevention': 2, 'procedure': 1, 'plan.': 1, 'are': 2, 'reviewed': 1, 'practiced': 1, 'to': 2, 'full': 1, 'extent': 1, 'possible': 1, 'on': 1, 'yearly': 1, 'basis.': 1, 'building': 4, 'marshal': 1, 'program': 1, 'was': 1, 'developed': 1, 'provide': 1, 'local': 1, 'contacts': 1, '(building': 1, 'or': 2, 'school)': 1, 'management': 1, 'coordination': 1, 'protocols': 1, 'including': 1, 'evacuations': 1, 'lock': 1, 'downs': 1, 'as': 2, 'identified': 1, 'in': 4, 'marshals': 2, 'responsible': 1, 'understanding': 1, 'all': 2, 'procedures': 2, 'protocols.': 1, 'they': 1, 'assist': 1, 'informing': 1, 'occupants': 2, 'proper': 1, 'evacuation': 1, 'drills': 1, 'preparation': 1, 'an': 1, 'actual': 1, 'emergency.': 1, 'addition': 1, 'act': 1, 'crime': 1, 'liaisons': 1, 'with': 1, 'department': 1, 'public': 1, 'safety': 1, 'their': 1, 'buildings.': 1}"
Parents: Whom do I contact with questions about my student's bill?,"As soon as your student, registers for classes, his/her records at USF are protected from unauthorized release under the Family Education Rights and Privacy Act. USF staff is prohibited from giving out specific information regarding student account, financial aid, and registration records (including grades) to anyone, including parents, unless the student has submitted a Student Consent to Release Information form.Once your student has completed the authorization process, the Student Enrollment Services Office can provide combined services in the areas of Financial Aid, Registration, and Tuition & Billing. Advisors can be contacted via email at StudentAccounts@usfca.edu or by phone at (415) 422-2571.",11,101,0.0,0.0,"{'parents:': 1, 'whom': 1, 'do': 1, 'i': 1, 'contact': 1, 'with': 1, 'questions': 1, 'about': 1, 'my': 1, ""student's"": 1, 'bill?': 1}","{'as': 2, 'soon': 1, 'your': 2, 'student,': 1, 'registers': 1, 'for': 1, 'classes,': 1, 'his/her': 1, 'records': 2, 'at': 3, 'usf': 2, 'are': 1, 'protected': 1, 'from': 2, 'unauthorized': 1, 'release': 2, 'under': 1, 'the': 5, 'family': 1, 'education': 1, 'rights': 1, 'and': 3, 'privacy': 1, 'act.': 1, 'staff': 1, 'is': 1, 'prohibited': 1, 'giving': 1, 'out': 1, 'specific': 1, 'information': 2, 'regarding': 1, 'student': 5, 'account,': 1, 'financial': 2, 'aid,': 2, 'registration': 1, '(including': 1, 'grades)': 1, 'to': 2, 'anyone,': 1, 'including': 1, 'parents,': 1, 'unless': 1, 'has': 2, 'submitted': 1, 'a': 1, 'consent': 1, 'form.once': 1, 'completed': 1, 'authorization': 1, 'process,': 1, 'enrollment': 1, 'services': 2, 'office': 1, 'can': 2, 'provide': 1, 'combined': 1, 'in': 1, 'areas': 1, 'of': 1, 'registration,': 1, 'tuition': 1, '&': 1, 'billing.': 1, 'advisors': 1, 'be': 1, 'contacted': 1, 'via': 1, 'email': 1, 'studentaccounts@usfca.edu': 1, 'or': 1, 'by': 1, 'phone': 1, '(415)': 1, '422-2571.': 1}"
